(21322068, 29195114)
(21322068, 23085676)
(21322068, 47261723)
(21322068, 71908712)
(21322068, 27841904)
(21322068, 97539784)
(21322068, 57044627)
(21322068, 41068975)
(21322068, 94200294)
(21322068, 55142781)
(21322068, 96190774)
(21322068, 91346087)
(21322068, 23881843)
(21322068, 93575719)
(29195114, 47261723)
(29195114, 62674457)
(29195114, 95631288)
(29195114, 57044627)
(29195114, 41068975)
(29195114, 94200294)
(29195114, 55142781)
(29195114, 93575719)
(29195114, 31733877)
(23085676, 47261723)
(23085676, 71908712)
(23085676, 27841904)
(23085676, 68077983)
(23085676, 57044627)
(23085676, 99866104)
(23085676, 41068975)
(23085676, 94200294)
(23085676, 24277126)
(23085676, 55142781)
(23085676, 73057940)
(23085676, 96190774)
(23085676, 91346087)
(23085676, 23881843)
(23085676, 93575719)
(39027978, 71908712)
(39027978, 56329028)
(39027978, 70094937)
(39027978, 68077983)
(39027978, 41068975)
(39027978, 91346087)
(47261723, 71908712)
(47261723, 91387797)
(47261723, 55142781)
(47261723, 55882199)
(47261723, 73057940)
(47261723, 59905949)
(47261723, 68651965)
(47261723, 71968868)
(47261723, 91346087)
(47261723, 48615654)
(47261723, 97069409)
(47261723, 69130521)
(71908712, 91387797)
(71908712, 97539784)
(71908712, 99866104)
(71908712, 94200294)
(71908712, 90459107)
(71908712, 73057940)
(71908712, 74935225)
(71908712, 71968868)
(71908712, 87764832)
(71908712, 76327839)
(71908712, 96190774)
(71908712, 91346087)
(71908712, 93575719)
(71908712, 85068075)
(71908712, 99507278)
(71908712, 99100788)
(71908712, 97677123)
(71908712, 77296170)
(71908712, 94972699)
(71908712, 92969697)
(71908712, 97069409)
(71908712, 83099929)
(71908712, 90135434)
(71908712, 81901703)
(71908712, 94658187)
(71908712, 80985996)
(71908712, 72579020)
(71908712, 84387873)
(71908712, 95014366)
(71908712, 92483830)
(56329028, 70094937)
(56329028, 91387797)
(56329028, 68077983)
(70094937, 91387797)
(38533250, 40481059)
(38533250, 60732435)
(12654216, 13531285)
(12654216, 27841904)
(12654216, 40481059)
(12654216, 60732435)
(13531285, 27841904)
(13531285, 68077983)
(13531285, 40481059)
(13531285, 96190774)
(13531285, 23881843)
(13531285, 60732435)
(13531285, 87725436)
(91387797, 94200294)
(91387797, 92969697)
(91387797, 99902649)
(7225064, 27841904)
(7225064, 41068975)
(7225064, 90459107)
(7225064, 65611975)
(27841904, 68077983)
(27841904, 62674457)
(27841904, 44107613)
(27841904, 95631288)
(27841904, 38472735)
(27841904, 76549400)
(27841904, 50876343)
(27841904, 97539784)
(27841904, 57044627)
(27841904, 99866104)
(27841904, 41068975)
(27841904, 94200294)
(27841904, 35127716)
(27841904, 40481059)
(27841904, 55142781)
(27841904, 55882199)
(27841904, 73057940)
(27841904, 59905949)
(27841904, 68651965)
(27841904, 71968868)
(27841904, 39486242)
(27841904, 76327839)
(27841904, 61205452)
(27841904, 28956349)
(27841904, 96190774)
(27841904, 91346087)
(27841904, 54645281)
(27841904, 93575719)
(27841904, 44648528)
(27841904, 56490148)
(27841904, 64476613)
(27841904, 48738578)
(27841904, 99507278)
(27841904, 97677123)
(27841904, 48615654)
(27841904, 94972699)
(27841904, 92969697)
(27841904, 65618777)
(27841904, 52350591)
(27841904, 60732435)
(27841904, 83099929)
(27841904, 87725436)
(27841904, 99902649)
(27841904, 62628750)
(68077983, 95631288)
(68077983, 76549400)
(68077983, 97539784)
(68077983, 99866104)
(68077983, 94200294)
(68077983, 68651965)
(68077983, 93575719)
(68077983, 77296170)
(68077983, 94972699)
(68077983, 92969697)
(68077983, 98124935)
(68077983, 99902649)
(68077983, 94658187)
(11231095, 12230123)
